CountryID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
380,Italy,...,3.61,4.62,7.04,8.33,9.15,9.97,11.95,9.13,10.35,11.26,11.63,11.73,17.01,14.27,18.82,18.83,22.78,23.93,24.80,25.20,25.91,26.14,...,,,,,,,,,,,,,,,,,,,,,,,,
392,Japan,5.31,9.77,10.33,11.04,12.11,13.10,14.33,15.08,15.94,16.87,17.61,19.02,19.61,20.28,20.32,20.54,20.82,20.15,20.18,20.32,20.25,20.11,19.97,...,,,,,,,,,,,,,,,,,,,,,,,,
398,Kazakhstan,...,...,...,...,...,...,...,...,...,...,...,2.25,0.03,0.45,0.30,0.76,0.75,0.82,0.58,0.78,0.56,0.35,0.54,5.49,,,,,,,,,,,,,,,,,,,,,,,,19
414,Kuwait,...,...,...,...,...,...,...,...,...,...,0.13,5.28,10.54,29.60,29.42,27.27,27.26,20.09,24.65,17.22,7.00,14.08,10.74,7.29,,,,,,,,,,,20,20,20,20,20,20,20,20,20,20,,20,20,
428,Latvia,...,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.38,2.01,3.47,3.63,3.82,4.41,5.72,7.44,8.82,8.60,12.77,20.17,23.42,22.81,15.09,...,,5,5,5,5,5,5,5,,,,,,,,,,,,,,,,
422,Lebanon,...,...,...,...,...,...,...,3.34,...,...,7.03,...,...,...,...,7.73,...,...,7.99,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
438,Liechtenstein,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21,21
440,Lithuania,...,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.11,1.09,1.06,5.91,7.38,7.21,3.43,18.22,19.62,20.39,21.10,22.92,24.53,...,,,,,,,,,,,17,17,17,,,,,,,,,,,
442,Luxembourg,...,12.92,15.29,18.18,19.55,18.71,21.75,23.16,22.68,23.20,23.15,25.56,26.01,25.83,26.10,26.33,27.03,28.41,27.75,28.36,28.45,29.19,29.01,...,,,,,,,,,,,,,,,,,,,,,,,5,
450,Madagascar,...,...,...,...,...,...,...,...,...,...,0.00,...,...,0.00,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,22,,,,,,,,,,,,,
458,Malaysia,...,...,...,...,...,...,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,5.00,10.50,12.25,14.00,15.75,17.50,21.00,,,,,,,"23,24","23,24","23,24","23,24","23,24","23,24","23,24","23,24","23,24","23,24","23,24","23,24","23,25","23,25","23,25","23,25","23,25","23,25"
470,Malta,...,0.00,0.00,0.00,0.00,0.00,0.48,0.47,0.47,0.43,1.20,1.59,2.37,1.88,3.62,3.73,5.22,7.76,7.66,8.10,7.39,6.67,7.41,...,,5,5,5,5,,,,,,,,,,,,,,,,,,,
584,Marshall Islands,...,...,...,...,...,...,...,...,...,...,...,...,...,30.77,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
474,Martinique,...,...,...,...,...,0.00,...,...,...,...,...,...,...,1.77,2.11,2.37,2.33,2.66,3.11,4.02,4.94,...,...,...,,,,,,,,,,,,,,16,"16,5",16,"16,5",16,"16,5",16,"16,5",,,
480,Mauritius,...,...,...,...,...,...,...,...,...,...,...,...,...,2.22,2.20,2.80,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
484,Mexico,...,2.36,2.36,2.36,2.36,2.36,2.36,2.36,2.42,2.49,2.59,3.25,3.25,3.26,3.58,3.91,4.23,4.82,4.99,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
492,Monaco,...,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00,...,...,,27,27,27,27,27,27,27,27,27,27,27,27,27,27,27,,,,,,,,
504,Morocco,...,...,...,...,...,...,2.00,...,...,...,...,...,...,...,...,...,...,...,...,...,10.00,10.00,...,...,,,,,,,,,,,,,,,,,,,,,,,,
524,Nepal,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,20.00,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,...,15.53,16.78,17.85,18.86,19.79,19.93,20.07,20.88,21.45,22.40,21.93,23.02,24.07,24.83,24.48,24.82,24.17,23.86,23.89,23.75,24.58,25.25,...,,,,,,,,,,,,,,,,,,,,,,,,
562,Niger,...,...,...,...,3.25,3.30,3.49,4.11,4.04,3.83,3.85,4.00,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
807,North Macedonia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.00,0.00,...,0.00,0.00,0.00,0.00,0.00,...,...,,,,,,,,,,,,,,,"28,5",28,,,,,,,,
578,Norway,...,11.83,16.91,20.14,16.86,21.85,22.00,30.45,31.46,31.37,24.96,26.37,26.82,27.77,28.83,27.32,26.54,24.89,25.92,23.43,26.07,26.15,28.00,...,,,,,,,,,,,,,,,,,,,,,,,,
604,Peru,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,0.74,,,,,,,,,,,,,,,,,,,,,,,,"29,30"
616,Poland,...,0.00,0.00,0.00,0.11,0.15,0.11,1.32,1.10,1.46,2.49,3.02,3.98,4.73,7.34,11.79,14.82,9.67,10.29,13.27,21.10,26.39,27.83,...,,,,,,,,,,,,5,5,5,5,5,5,5,5,5,5,5,5,
620,Portugal,...,1.13,1.44,1.67,1.95,2.46,3.34,4.03,4.64,4.84,6.86,8.56,9.70,10.63,10.36,11.79,11.34,11.49,11.52,12.92,16.24,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
634,Qatar,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,16.73,15.87,6.59,,,,,,,,,,,,,,,,,,,,,,31,31,31
410,Republic of Korea,4.65,23.01,26.21,29.04,34.92,38.13,41.27,43.14,43.98,45.21,49.17,56.29,...,...,58.38,59.80,59.93,58.29,58.36,58.65,58.10,58.42,59.18,...,,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,...,0.00,0.00,0.00,0.00,0.00,0.00,1.63,2.03,0.22,1.11,1.77,0.49,0.42,0.85,1.00,2.55,3.32,3.27,4.24,5.17,5.65,...,...,,,,,,,5,5,5,5,5,5,5,5,5,5,,,,,,,,
638,Réunion,...,...,...,0.00,...,...,...,...,...,...,...,5.38,7.93,9.59,9.59,14.23,18.06,16.47,16.17,16.80,17.64,...,...,...,,,,,,,,,,,,32,"32,5",32,"32,5",32,"32,5",32,"32,5",32,"32,5",,,
670,Saint Vincent and the Grenadines,...,...,...,...,...,...,...,...,15.08,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,33,,,,,,,,,,,,,,,
882,Samoa,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.38,3.89,5.59,,,,,,,,,,,,,,,,,,,,,,34,,
688,Serbia,...,...,...,...,...,...,...,...,...,...,...,...,0.00,0.00,0.00,0.00,0.00,0.00,0.00,1.29,0.89,1.02,...,...,,,,,,,,,,,,,,,,,,,,,,,,
702,Singapore,...,...,...,...,...,...,39.93,44.35,45.40,47.02,48.17,49.21,50.89,53.20,55.21,56.36,56.88,57.98,59.01,61.46,59.50,60.59,60.35,60.52,,,,,,,"33,35","33,35","33,35","33,35","33,35","33,35","33,35",35,35,35,35,35,35,"33,35","33,35","33,35",,
703,Slovakia,...,1.52,1.49,2.37,2.01,1.99,2.48,2.80,2.35,3.11,3.29,0.95,0.92,2.47,3.56,4.35,5.70,6.19,8.45,6.57,5.08,7.62,15.40,...,,17,17,5,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,1.77,4.60,4.62,7.77,4.59,4.61,1.47,7.64,11.03,18.89,17.09,14.00,20.47,17.35,17.68,20.22,30.28,36.29,28.02,29.04,46.44,43.69,...,,,"17,5","17,5",,"17,5","17,5",,,,,,,,,,,,,,,5,5,
724,Spain,...,7.05,7.76,8.39,9.22,7.85,6.71,11.11,14.43,13.82,14.49,14.35,13.91,13.37,15.40,15.18,17.56,16.68,19.53,15.50,16.92,18.39,17.38,...,,,,,,,,,,,,,,,,,,,,,,,,
275,State of Palestine,...,...,...,...,...,...,...,1.00,0.97,1.03,1.00,0.97,1.02,0.99,0.97,1.01,0.98,1.02,0.99,1.00,1.00,1.00,...,...,,,,,,,,36,36,36,36,36,36,36,36,36,36,36,36,36,36,36,,
752,Sweden,...,20.12,23.42,25.10,27.04,28.84,28.76,29.05,31.21,31.62,33.50,34.23,37.28,35.82,34.12,36.74,34.36,33.11,32.74,33.36,33.40,32.37,32.62,...,,,,,,,,,,,,,,,,,,,,,,,,
756,Switzerland,...,29.25,30.72,31.42,32.18,31.72,31.71,33.04,31.97,32.47,33.47,35.02,33.49,33.94,33.49,34.26,33.75,34.59,34.77,33.62,32.63,31.91,31.04,...,,,,,,,,,,,,,,,,,,,,,,,,
764,Thailand,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,25.53,23.36,24.72,28.42,,,,,,,,,,,,,,,,,,,,,,,,
768,Togo,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,1.14,2.03,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
788,Tunisia,...,...,...,...,...,...,...,0.07,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,37,,,,,,,,,,,,,,,,
804,Ukraine,...,...,...,...,...,...,...,...,...,...,...,...,...,0.75,0.80,1.62,1.43,0.72,0.41,0.06,0.04,0.03,0.06,0.15,,,,,,,,,,,,,,,,,,,,,,,,
784,United Arab Emirates,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,8.49,...,14.18,13.28,8.60,7.33,14.85,15.11,18.32,,,,,,,,,,,,,,,,38,,38,38,38,38,,,
826,United Kingdom of Great Britain and Northern Ireland,...,6.99,6.46,7.30,8.72,10.24,8.35,9.10,10.51,13.32,15.66,18.11,20.03,22.08,23.26,24.27,25.25,26.18,26.87,27.41,27.32,27.33,...,...,,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,...,...,...,...,...,...,...,...,...,...,0.25,0.78,1.26,1.26,1.27,1.22,0.83,0.75,0.82,0.57,0.52,0.64,...,...,,,,,,,,,,,"39,40","39,40","39,40","39,40","39,40","39,40","39,41","39,41","39,42","39,43","39,43","43,44",,
840,United States of America,13.94,21.24,21.82,21.48,21.43,21.63,21.77,22.06,22.11,22.74,22.86,23.35,24.06,24.60,24.52,25.33,25.99,26.55,26.03,25.54,25.68,25.84,...,...,,,,,,,,,,,,,,,,,,,,,,,,
858,Uruguay,0.00,0.00,...,...,...,...,0.00,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
716,Zimbabwe,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,5.25,5.72,,,,,,,,,,,,,,,,,,,,,,,45,45
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
