CountryID,Country,1990,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,Footnotes 1990,Footnotes 1995,Footnotes 1996,Footnotes 1997,Footnotes 1998,Footnotes 1999,Footnotes 2000,Footnotes 2001,Footnotes 2002,Footnotes 2003,Footnotes 2004,Footnotes 2005,Footnotes 2006,Footnotes 2007,Footnotes 2008,Footnotes 2009,Footnotes 2010,Footnotes 2011,Footnotes 2012,Footnotes 2013,Footnotes 2014,Footnotes 2015,Footnotes 2016,Footnotes 2017
188,Costa Rica,...,...,...,...,...,...,...,...,...,...,...,...,...,...,316.48,318.07,533.00,540.29,544.30,536.02,547.03,"1,164.27","1,609.69","1,646.41",,,,,,,,,,,,,,,,,,,,,,,4,4
191,Croatia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"1,150.67","1,175.33","1,109.58","1,172.59","1,093.14","1,109.58","1,109.58","1,073.96","1,090.40","1,027.39",,,,,,,,,,,,,,,,,,,5,,,,,
818,Egypt,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"32,600.00",...,...,,,,,,,,,,,,,,,,,,,,,,,,
268,Georgia,...,"1,085.00","1,732.00","1,752.00","1,409.00","1,226.00","1,115.60",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
364,Iran (Islamic Republic of),...,...,...,...,...,...,...,...,...,...,"6,070.00","6,350.00","6,643.00","6,887.00","7,203.00","7,537.00","7,807.00","7,495.00","7,723.00","8,123.00","8,304.00","8,519.00","8,748.00","9,221.00",,,,,,,,,,,,,,,,,,,,,,,,
368,Iraq,...,...,...,...,...,...,...,...,...,...,...,"1,525.50","1,205.10","2,164.70",991.10,"1,665.50","1,661.30","1,937.70","28,761.80","1,895.80","1,724.30","1,930.40","2,320.00","3,323.10",,,,,,,,,,,,,,,,,,,6,,,7,,
398,Kazakhstan,...,...,...,...,...,...,...,...,...,...,"10,123.00","10,330.00","11,706.00","15,638.00","14,155.00","14,708.00","16,395.00","15,183.00","15,403.00","16,455.00","16,907.00","16,216.00","14,221.00","15,074.00",,,,,,,,,,,,,,,,,,,,,,,,
404,Kenya,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"4,865.47",,,,,,,,,,,,,,,,,,,,,,,,
442,Luxembourg,...,57.53,...,...,...,135.11,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
458,Malaysia,...,...,...,...,...,...,...,...,...,...,...,...,...,"3,670.52","3,940.94","4,266.36","4,266.36","4,480.11","4,654.98","4,848.65","5,066.35","5,291.37","5,581.90","5,683.08",,,,,,,,,,,,,,8,8,8,8,8,8,8,8,8,8,8
470,Malta,...,...,...,...,...,...,150.68,126.03,153.42,249.31,161.64,175.34,186.30,205.48,175.34,219.18,189.04,210.96,147.94,139.72,145.20,158.90,120.55,142.46,,,,,,,,,,,,9,9,9,9,9,9,9,9,9,9,9,9,9
492,Monaco,...,...,...,...,...,18.60,21.10,19.83,19.86,18.52,17.55,17.22,17.09,16.39,17.62,18.05,17.80,17.06,16.14,18.99,21.17,16.83,16.59,16.08,,,,,,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,
499,Montenegro,...,...,...,...,...,...,...,...,"40,054.00",...,...,"33,131.00",...,...,"35,849.00",...,...,"30,501.00",...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
504,Morocco,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"2,054.80",...,...,,,,,,,,,,,,,,,,,,,,,,,,
528,Netherlands,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"9,591.69",...,"8,128.69",...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
591,Panama,...,...,...,...,...,...,196.41,185.37,196.09,200.61,212.77,220.22,236.29,251.25,260.78,269.34,280.79,281.17,290.41,301.27,313.21,323.39,334.08,344.80,,,,,,,11,11,11,11,11,11,11,11,11,11,,,,,,11,,
604,Peru,...,...,...,...,...,...,...,...,...,...,...,...,"2,083.53","2,047.35","2,115.25","2,148.46","2,151.09","2,198.04","2,063.30","2,187.83","2,579.15","2,283.02","2,852.70",...,,,,,,,,,,,,,,,,,,,,,,,,
616,Poland,"11,273.87","8,273.89","21,871.06","21,385.42","21,031.14","20,002.81","6,854.73","6,580.76","6,241.04","5,961.59","5,849.26","5,794.47","5,830.08","5,893.09","6,128.71","6,021.86","6,325.97","6,224.60","6,024.60","5,939.67","5,819.12","5,813.64","5,934.19","6,021.86",,,,,,,,,,,,,,,,,,,,,,,,
498,Republic of Moldova,"7,567.80","3,830.10","3,839.30","3,435.30","2,859.00","2,209.80","2,062.70","1,961.50","1,921.00","1,896.20","1,906.00","1,909.00","1,903.90","1,882.60","1,878.20","1,872.40","1,887.30","1,879.00","1,867.10","1,860.50","1,836.40","1,841.70","1,840.20","1,843.90",,,,,,,,,,,,,,,,,,,,,,,,
642,Romania,...,...,...,...,...,...,...,...,...,...,...,...,"10,914.96","13,493.02","15,747.80","14,027.26","13,353.30","15,405.33","13,651.93","5,498.58","5,410.91","5,323.24","5,353.37","5,164.33",,,,,,,,,,,,,,,,,,,,,,,,
682,Saudi Arabia,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,"5,857.23","6,030.00","6,225.00","6,373.78","6,538.70","6,698.00","6,852.73","7,002.00",,,,,,,,,,,,,,,,,,,,,,,,
688,Serbia,...,...,...,...,...,...,"1,184.00","1,192.00","1,224.00","1,202.00","1,127.00","1,158.00","1,126.00","1,395.00","1,352.00","1,339.00","1,292.00","1,197.00","1,268.00","1,231.00","1,172.00","1,230.00",...,...,,,,,,,,,,,,,,,,,,,,,,,,
702,Singapore,885.00,"1,189.00","1,213.00","1,222.00","1,314.00","1,321.00","1,355.00","1,293.00","1,320.00",...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,,,,,,,,,,,,,,,,,,,,,,,,
705,Slovenia,...,...,...,...,...,...,495.89,484.93,506.84,...,...,...,...,...,...,...,284.93,276.71,293.15,315.07,328.76,315.07,295.89,306.85,,,,,,,,,,,,,,,,,,,,,,,,
804,Ukraine,"52,956.16","38,835.62","36,156.16","32,049.31","28,750.69","30,104.11","28,813.70","27,769.86","26,336.99","24,926.03","23,827.40","23,432.88","23,243.84","23,504.11","22,860.27","20,221.92","21,416.44","21,164.38","21,336.99","20,383.56","17,408.22","14,638.36","14,791.78","12,917.81",,,,,,,,,,,,,,,,,,,,,,,,
834,United Republic of Tanzania,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,202.35,193.15,195.46,227.01,274.19,,,,,,,,,,,,,,,,,,,,,,,,
716,Zimbabwe,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,...,437.40,397.63,446.69,451.35,528.18,497.73,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
